"Key","Type","Character","Name"
"00_4_1002_0020_11","Profile Card","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan (Profile Card)"
"00_4_1002_0020_30","Profile Card","Vegeta (Z - End)","Vegeta (Z - End) (Profile Card)"
"00_4_1002_0020_31","Profile Card","Vegeta (Z - End), Super Saiyan","Vegeta (Z - End), Super Saiyan (Profile Card)"
"00_4_1002_0020_32","Profile Card","Vegeta (Z - End), Super Saiyan 2","Vegeta (Z - End), Super Saiyan 2 (Profile Card)"
"00_4_1002_0020_40","Profile Card","Majin Vegeta","Majin Vegeta (Profile Card)"
"00_4_1002_0020_50","Profile Card","Vegeta (GT), Super Saiyan 4","Vegeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_1002_0020_60","Profile Card","Vegeta (Super)","Vegeta (Super) (Profile Card)"
"00_4_1002_0020_61","Profile Card","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan (Profile Card)"
"00_4_1002_0020_63","Profile Card","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1002_0021_20","Profile Card","Super Vegeta","Super Vegeta (Profile Card)"
"00_4_1002_0022_62","Profile Card","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God (Profile Card)"
"00_4_1002_0023_00","Profile Card","Great Ape Vegeta","Great Ape Vegeta (Profile Card)"
"00_4_1002_0030_00","Profile Card","Gohan (Kid)","Gohan (Kid) (Profile Card)"
"00_4_1002_0031_00","Profile Card","Gohan (Teen)","Gohan (Teen) (Profile Card)"
"00_4_1002_0031_01","Profile Card","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan (Profile Card)"
"00_4_1002_0031_02","Profile Card","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 (Profile Card)"
"00_4_1002_0032_00","Profile Card","Gohan (Adult)","Gohan (Adult) (Profile Card)"
"00_4_1002_0032_01","Profile Card","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan (Profile Card)"
"00_4_1002_0032_02","Profile Card","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 (Profile Card)"
"00_4_1002_0032_10","Profile Card","Great Saiyaman","Great Saiyaman (Profile Card)"
"00_4_1002_0032_20","Profile Card","Ultimate Gohan","Ultimate Gohan (Profile Card)"
"00_4_1002_0032_30","Profile Card","Gohan (Future)","Gohan (Future) (Profile Card)"
"00_4_1002_0032_31","Profile Card","Gohan (Future), Super Saiyan","Gohan (Future), Super Saiyan (Profile Card)"
"00_4_1002_0040_00","Profile Card","Piccolo","Piccolo (Profile Card)"
"00_4_1002_0040_10","Profile Card","Piccolo (Fused with Kami)","Piccolo (Fused with Kami) (Profile Card)"
"00_4_1002_0040_20","Profile Card","Nail","Nail (Profile Card)"
"00_4_1002_0050_00","Profile Card","Krillin","Krillin (Profile Card)"
"00_4_1002_0060_00","Profile Card","Yamcha","Yamcha (Profile Card)"
"00_4_1002_0070_00","Profile Card","Tien","Tien (Profile Card)"
"00_4_1002_0080_00","Profile Card","Trunks (Sword)","Trunks (Sword) (Profile Card)"
"00_4_1002_0080_01","Profile Card","Trunks (Sword), Super Saiyan","Trunks (Sword), Super Saiyan (Profile Card)"
"00_4_1002_0080_10","Profile Card","Trunks (Melee)","Trunks (Melee) (Profile Card)"
"00_4_1002_0080_11","Profile Card","Trunks (Melee), Super Saiyan","Trunks (Melee), Super Saiyan (Profile Card)"
"00_4_1002_0080_30","Profile Card","Future Trunks","Future Trunks (Profile Card)"
"00_4_1002_0080_31","Profile Card","Future Trunks, Super Saiyan","Future Trunks, Super Saiyan (Profile Card)"
"00_4_1002_0081_20","Profile Card","Super Trunks","Super Trunks (Profile Card)"
"00_4_1002_0082_00","Profile Card","Trunks (Kid)","Trunks (Kid) (Profile Card)"
"00_4_1002_0082_01","Profile Card","Trunks (Kid), Super Saiyan","Trunks (Kid), Super Saiyan (Profile Card)"
"00_4_1002_0090_00","Profile Card","Goten","Goten (Profile Card)"
"00_4_1002_0090_01","Profile Card","Goten, Super Saiyan","Goten, Super Saiyan (Profile Card)"
"00_4_1002_0100_00","Profile Card","Vegito","Vegito (Profile Card)"
"00_4_1002_0100_01","Profile Card","Super Vegito","Super Vegito (Profile Card)"
"00_4_1002_0100_02","Profile Card","Vegito, Super Saiyan God Super Saiyan","Vegito, Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1002_0110_00","Profile Card","Gogeta (Super)","Gogeta (Super) (Profile Card)"
"00_4_1002_0110_01","Profile Card","Gogeta (Super), Super Saiyan","Gogeta (Super), Super Saiyan (Profile Card)"
"00_4_1002_0110_02","Profile Card","Gogeta (GT), Super Saiyan 4","Gogeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_1002_0110_03","Profile Card","Gogeta (Super), Super Saiyan God Super Saiyan","Gogeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1002_0110_04","Profile Card","Super Gogeta (Z) ","Super Gogeta (Z)  (Profile Card)"
"00_4_1002_0120_00","Profile Card","Gotenks","Gotenks (Profile Card)"
"00_4_1002_0120_01","Profile Card","Gotenks, Super Saiyan","Gotenks, Super Saiyan (Profile Card)"
"00_4_1002_0120_02","Profile Card","Gotenks, Super Saiyan 3","Gotenks, Super Saiyan 3 (Profile Card)"
"00_4_1002_0121_00","Profile Card","Mighty Mask","Mighty Mask (Profile Card)"
"00_4_1002_0130_00","Profile Card","Videl","Videl (Profile Card)"
"00_4_1002_0140_00","Profile Card","Master Roshi","Master Roshi (Profile Card)"
"00_4_1002_0141_00","Profile Card","Master Roshi, Max Power","Master Roshi, Max Power (Profile Card)"
"00_4_1002_0150_00","Profile Card","Frieza (Z), 1st Form","Frieza (Z), 1st Form (Profile Card)"
"00_4_1002_0151_00","Profile Card","Frieza (Z), 2nd Form","Frieza (Z), 2nd Form (Profile Card)"
"00_4_1002_0152_00","Profile Card","Frieza (Z), 3rd Form","Frieza (Z), 3rd Form (Profile Card)"
"00_4_1002_0153_00","Profile Card","Frieza (Z), 4th Form","Frieza (Z), 4th Form (Profile Card)"
"00_4_1002_0153_10","Profile Card","Mecha Frieza","Mecha Frieza (Profile Card)"
"00_4_1002_0153_20","Profile Card","Frieza (Super)","Frieza (Super) (Profile Card)"
"00_4_1002_0154_00","Profile Card","Frieza (Z), Full Power","Frieza (Z), Full Power (Profile Card)"
"00_4_1002_0155_00","Profile Card","Golden Frieza","Golden Frieza (Profile Card)"
"00_4_1002_0160_00","Profile Card","Cell, 1st Form","Cell, 1st Form (Profile Card)"
"00_4_1002_0161_00","Profile Card","Cell, 2nd Form","Cell, 2nd Form (Profile Card)"
"00_4_1002_0162_00","Profile Card","Cell, Perfect Form","Cell, Perfect Form (Profile Card)"
"00_4_1002_0162_01","Profile Card","Perfect Cell","Perfect Cell (Profile Card)"
"00_4_1002_0163_00","Profile Card","Cell Jr.","Cell Jr. (Profile Card)"
"00_4_1002_0170_00","Profile Card","Majin Buu","Majin Buu (Profile Card)"
"00_4_1002_0171_00","Profile Card","Majin Buu (Evil)","Majin Buu (Evil) (Profile Card)"
"00_4_1002_0172_00","Profile Card","Super Buu","Super Buu (Profile Card)"
"00_4_1002_0172_10","Profile Card","Super Buu (Gotenks Absorbed)","Super Buu (Gotenks Absorbed) (Profile Card)"
"00_4_1002_0172_11","Profile Card","Super Buu (Gohan Absorbed)","Super Buu (Gohan Absorbed) (Profile Card)"
"00_4_1002_0173_00","Profile Card","Kid Buu","Kid Buu (Profile Card)"
"00_4_1002_0180_00","Profile Card","Mr. Satan","Mr. Satan (Profile Card)"
"00_4_1002_0190_00","Profile Card","Chiaotzu","Chiaotzu (Profile Card)"
"00_4_1002_0210_00","Profile Card","Yajirobe","Yajirobe (Profile Card)"
"00_4_1002_0220_00","Profile Card","Pikkon","Pikkon (Profile Card)"
"00_4_1002_0230_00","Profile Card","Pan (GT)","Pan (GT) (Profile Card)"
"00_4_1002_0240_00","Profile Card","Uub (GT)","Uub (GT) (Profile Card)"
"00_4_1002_0240_01","Profile Card","Majuub (GT)","Majuub (GT) (Profile Card)"
"00_4_1002_0260_00","Profile Card","Grandpa Gohan","Grandpa Gohan (Profile Card)"
"00_4_1002_0270_00","Profile Card","Nam","Nam (Profile Card)"
"00_4_1002_0280_00","Profile Card","Eighter","Eighter (Profile Card)"
"00_4_1002_0301_00","Profile Card","Chi-Chi","Chi-Chi (Profile Card)"
"00_4_1002_0310_00","Profile Card","Bardock","Bardock (Profile Card)"
"00_4_1002_0320_00","Profile Card","Raditz","Raditz (Profile Card)"
"00_4_1002_0330_00","Profile Card","Saibaman","Saibaman (Profile Card)"
"00_4_1002_0340_00","Profile Card","Nappa","Nappa (Profile Card)"
"00_4_1002_0350_00","Profile Card","Zarbon","Zarbon (Profile Card)"
"00_4_1002_0351_00","Profile Card","Super Zarbon","Super Zarbon (Profile Card)"
"00_4_1002_0360_00","Profile Card","Dodoria","Dodoria (Profile Card)"
"00_4_1002_0370_00","Profile Card","Cui","Cui (Profile Card)"
"00_4_1002_0380_00","Profile Card","Captain Ginyu","Captain Ginyu (Profile Card)"
"00_4_1002_0390_00","Profile Card","Recoome","Recoome (Profile Card)"
"00_4_1002_0400_00","Profile Card","Burter","Burter (Profile Card)"
"00_4_1002_0410_00","Profile Card","Jeice","Jeice (Profile Card)"
"00_4_1002_0420_00","Profile Card","Guldo","Guldo (Profile Card)"
"00_4_1002_0430_00","Profile Card","King Cold","King Cold (Profile Card)"
"00_4_1002_0440_00","Profile Card","Android 16","Android 16 (Profile Card)"
"00_4_1002_0450_00","Profile Card","Android 17 (Z)","Android 17 (Z) (Profile Card)"
"00_4_1002_0450_10","Profile Card","Android 17 (Super)","Android 17 (Super) (Profile Card)"
"00_4_1002_0451_00","Profile Card","Super 17 (GT)","Super 17 (GT) (Profile Card)"
"00_4_1002_0460_00","Profile Card","Android 18","Android 18 (Profile Card)"
"00_4_1002_0470_00","Profile Card","Android 19","Android 19 (Profile Card)"
"00_4_1002_0480_00","Profile Card","Dr. Gero","Dr. Gero (Profile Card)"
"00_4_1002_0490_00","Profile Card","Babidi","Babidi (Profile Card)"
"00_4_1002_0500_00","Profile Card","Dabura","Dabura (Profile Card)"
"00_4_1002_0510_00","Profile Card","King Vegeta","King Vegeta (Profile Card)"
"00_4_1002_0540_00","Profile Card","Frieza Force Soldier","Frieza Force Soldier (Profile Card)"
"00_4_1002_0550_00","Profile Card","Broly (Z)","Broly (Z) (Profile Card)"
"00_4_1002_0551_00","Profile Card","Broly (Z), Super Saiyan","Broly (Z), Super Saiyan (Profile Card)"
"00_4_1002_0552_00","Profile Card","Broly (Z), Legendary Super Saiyan","Broly (Z), Legendary Super Saiyan (Profile Card)"
"00_4_1002_0553_00","Profile Card","Broly (Super)","Broly (Super) (Profile Card)"
"00_4_1002_0554_00","Profile Card","Broly (Super), Super Saiyan","Broly (Super), Super Saiyan (Profile Card)"
"00_4_1002_0555_00","Profile Card","Broly (Super), Super Saiyan (Full Power)","Broly (Super), Super Saiyan (Full Power) (Profile Card)"
"00_4_1002_0561_00","Profile Card","Super Garlic Jr.","Super Garlic Jr. (Profile Card)"
"00_4_1002_0570_00","Profile Card","Dr. Wheelo","Dr. Wheelo (Profile Card)"
"00_4_1002_0580_00","Profile Card","Turles","Turles (Profile Card)"
"00_4_1002_0590_00","Profile Card","Lord Slug","Lord Slug (Profile Card)"
"00_4_1002_0591_00","Profile Card","Lord Slug, Giant Form","Lord Slug, Giant Form (Profile Card)"
"00_4_1002_0600_00","Profile Card","Cooler","Cooler (Profile Card)"
"00_4_1002_0600_10","Profile Card","Metal Cooler","Metal Cooler (Profile Card)"
"00_4_1002_0601_00","Profile Card","Cooler, Final Form","Cooler, Final Form (Profile Card)"
"00_4_1002_0610_00","Profile Card","Salza","Salza (Profile Card)"
"00_4_1002_0620_00","Profile Card","Android 13","Android 13 (Profile Card)"
"00_4_1002_0621_00","Profile Card","Fusion Android 13","Fusion Android 13 (Profile Card)"
"00_4_1002_0630_00","Profile Card","Bojack","Bojack (Profile Card)"
"00_4_1002_0631_00","Profile Card","Full-Power Bojack","Full-Power Bojack (Profile Card)"
"00_4_1002_0640_00","Profile Card","Zangya","Zangya (Profile Card)"
"00_4_1002_0650_00","Profile Card","Janemba","Janemba (Profile Card)"
"00_4_1002_0651_00","Profile Card","Super Janemba","Super Janemba (Profile Card)"
"00_4_1002_0660_00","Profile Card","Tapion","Tapion (Profile Card)"
"00_4_1002_0670_00","Profile Card","Hirudegarn","Hirudegarn (Profile Card)"
"00_4_1002_0680_00","Profile Card","Baby Vegeta (GT)","Baby Vegeta (GT) (Profile Card)"
"00_4_1002_0680_01","Profile Card","Super Baby 1 (GT)","Super Baby 1 (GT) (Profile Card)"
"00_4_1002_0680_02","Profile Card","Super Baby 2 (GT)","Super Baby 2 (GT) (Profile Card)"
"00_4_1002_0681_00","Profile Card","Great Ape Baby (GT)","Great Ape Baby (GT) (Profile Card)"
"00_4_1002_0690_00","Profile Card","Nuova Shenron (GT)","Nuova Shenron (GT) (Profile Card)"
"00_4_1002_0700_00","Profile Card","Syn Shenron (GT)","Syn Shenron (GT) (Profile Card)"
"00_4_1002_0700_01","Profile Card","Omega Shenron (GT)","Omega Shenron (GT) (Profile Card)"
"00_4_1002_0710_00","Profile Card","Mercenary Tao","Mercenary Tao (Profile Card)"
"00_4_1002_0720_00","Profile Card","General Blue","General Blue (Profile Card)"
"00_4_1002_0730_00","Profile Card","Spike the Devil Man","Spike the Devil Man (Profile Card)"
"00_4_1002_0760_00","Profile Card","Spopovich","Spopovich (Profile Card)"
"00_4_1002_0780_00","Profile Card","Beerus","Beerus (Profile Card)"
"00_4_1002_0790_00","Profile Card","Whis","Whis (Profile Card)"
"00_4_1002_0800_00","Profile Card","Goku Black","Goku Black (Profile Card)"
"00_4_1002_0800_01","Profile Card","Goku Black, Super Saiyan Rosé","Goku Black, Super Saiyan Rosé (Profile Card)"
"00_4_1002_0810_00","Profile Card","Zamasu","Zamasu (Profile Card)"
"00_4_1002_0810_01","Profile Card","Fused Zamasu","Fused Zamasu (Profile Card)"
"00_4_1002_0811_00","Profile Card","Fused Zamasu, Half-Corrupted","Fused Zamasu, Half-Corrupted (Profile Card)"
"00_4_1002_0820_00","Profile Card","Demon King Piccolo","Demon King Piccolo (Profile Card)"
"00_4_1002_0830_00","Profile Card","Jaco","Jaco (Profile Card)"
"00_4_1002_0870_00","Profile Card","Hit","Hit (Profile Card)"
"00_4_1002_0881_00","Profile Card","Frost","Frost (Profile Card)"
"00_4_1002_0890_00","Profile Card","Cabba","Cabba (Profile Card)"
"00_4_1002_0890_01","Profile Card","Cabba, Super Saiyan","Cabba, Super Saiyan (Profile Card)"
"00_4_1002_0890_02","Profile Card","Cabba, Super Saiyan 2","Cabba, Super Saiyan 2 (Profile Card)"
"00_4_1002_0900_00","Profile Card","Caulifla","Caulifla (Profile Card)"
"00_4_1002_0900_02","Profile Card","Caulifla, Super Saiyan 2","Caulifla, Super Saiyan 2 (Profile Card)"
"00_4_1002_0910_00","Profile Card","Kale","Kale (Profile Card)"
"00_4_1002_0911_00","Profile Card","Kale, Super Saiyan (Berserk)","Kale, Super Saiyan (Berserk) (Profile Card)"
"00_4_1002_0912_00","Profile Card","Kale, Super Saiyan","Kale, Super Saiyan (Profile Card)"
"00_4_1002_0920_00","Profile Card","Kefla","Kefla (Profile Card)"
"00_4_1002_0920_01","Profile Card","Kefla, Super Saiyan","Kefla, Super Saiyan (Profile Card)"
"00_4_1002_0920_02","Profile Card","Kefla, Super Saiyan 2","Kefla, Super Saiyan 2 (Profile Card)"
"00_4_1002_0930_00","Profile Card","Jiren","Jiren (Profile Card)"
"00_4_1002_0931_00","Profile Card","Jiren, Full Power","Jiren, Full Power (Profile Card)"
"00_4_1002_0940_00","Profile Card","Toppo","Toppo (Profile Card)"
"00_4_1002_0941_00","Profile Card","Toppo, God of Destruction","Toppo, God of Destruction (Profile Card)"
"00_4_1002_0950_00","Profile Card","Dyspo","Dyspo (Profile Card)"
"00_4_1002_1000_00","Profile Card","Champa","Champa (Profile Card)"
"00_4_1002_1190_00","Profile Card","Bergamo","Bergamo (Profile Card)"
"00_4_1002_1321_00","Profile Card","Ribrianne","Ribrianne (Profile Card)"
"00_4_1002_1331_00","Profile Card","Kakunsa","Kakunsa (Profile Card)"
"00_4_1002_1341_00","Profile Card","Roasie","Roasie (Profile Card)"
"00_4_1002_1500_00","Profile Card","Anilaza","Anilaza (Profile Card)"
"00_4_1002_1960_00","Profile Card","Cheelai","Cheelai (Profile Card)"
"00_4_1002_3050_00","Profile Card","Goku (Mini)","Goku (Mini) (Profile Card)"
"00_4_1003_0000_00","Profile Card","Goku (Z - Early)","Goku (Z - Early) (Profile Card)"
"00_4_1003_0000_10","Profile Card","Goku (Z - Mid)","Goku (Z - Mid) (Profile Card)"
"00_4_1003_0000_11","Profile Card","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan (Profile Card)"
"00_4_1003_0000_20","Profile Card","Goku (Z - End)","Goku (Z - End) (Profile Card)"
"00_4_1003_0000_21","Profile Card","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan (Profile Card)"
"00_4_1003_0000_22","Profile Card","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 (Profile Card)"
"00_4_1003_0000_23","Profile Card","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 (Profile Card)"
"00_4_1003_0000_33","Profile Card","Goku (GT), Super Saiyan 4","Goku (GT), Super Saiyan 4 (Profile Card)"
"00_4_1003_0000_40","Profile Card","Goku (Super)","Goku (Super) (Profile Card)"
"00_4_1003_0000_41","Profile Card","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan (Profile Card)"
"00_4_1003_0000_43","Profile Card","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1003_0000_50","Profile Card","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- (Profile Card)"
"00_4_1003_0000_51","Profile Card","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct (Profile Card)"
"00_4_1003_0001_42","Profile Card","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God (Profile Card)"
"00_4_1003_0002_30","Profile Card","Goku (GT)","Goku (GT) (Profile Card)"
"00_4_1003_0002_31","Profile Card","Goku (GT), Super Saiyan","Goku (GT), Super Saiyan (Profile Card)"
"00_4_1003_0002_32","Profile Card","Goku (GT), Super Saiyan 3","Goku (GT), Super Saiyan 3 (Profile Card)"
"00_4_1003_0002_50","Profile Card","Goku (Teen)","Goku (Teen) (Profile Card)"
"00_4_1003_0020_00","Profile Card","Vegeta (Z - Scouter)","Vegeta (Z - Scouter) (Profile Card)"
"00_4_1003_0020_10","Profile Card","Vegeta (Z - Early)","Vegeta (Z - Early) (Profile Card)"
"00_4_1003_0020_11","Profile Card","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan (Profile Card)"
"00_4_1003_0020_30","Profile Card","Vegeta (Z - End)","Vegeta (Z - End) (Profile Card)"
"00_4_1003_0020_31","Profile Card","Vegeta (Z - End), Super Saiyan","Vegeta (Z - End), Super Saiyan (Profile Card)"
"00_4_1003_0020_32","Profile Card","Vegeta (Z - End), Super Saiyan 2","Vegeta (Z - End), Super Saiyan 2 (Profile Card)"
"00_4_1003_0020_40","Profile Card","Majin Vegeta","Majin Vegeta (Profile Card)"
"00_4_1003_0020_50","Profile Card","Vegeta (GT), Super Saiyan 4","Vegeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_1003_0020_60","Profile Card","Vegeta (Super)","Vegeta (Super) (Profile Card)"
"00_4_1003_0020_61","Profile Card","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan (Profile Card)"
"00_4_1003_0020_63","Profile Card","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1003_0021_20","Profile Card","Super Vegeta","Super Vegeta (Profile Card)"
"00_4_1003_0022_62","Profile Card","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God (Profile Card)"
"00_4_1003_0023_00","Profile Card","Great Ape Vegeta","Great Ape Vegeta (Profile Card)"
"00_4_1003_0030_00","Profile Card","Gohan (Kid)","Gohan (Kid) (Profile Card)"
"00_4_1003_0031_00","Profile Card","Gohan (Teen)","Gohan (Teen) (Profile Card)"
"00_4_1003_0031_01","Profile Card","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan (Profile Card)"
"00_4_1003_0031_02","Profile Card","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 (Profile Card)"
"00_4_1003_0032_00","Profile Card","Gohan (Adult)","Gohan (Adult) (Profile Card)"
"00_4_1003_0032_01","Profile Card","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan (Profile Card)"
"00_4_1003_0032_02","Profile Card","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 (Profile Card)"
"00_4_1003_0032_10","Profile Card","Great Saiyaman","Great Saiyaman (Profile Card)"
"00_4_1003_0032_20","Profile Card","Ultimate Gohan","Ultimate Gohan (Profile Card)"
"00_4_1003_0032_30","Profile Card","Gohan (Future)","Gohan (Future) (Profile Card)"
"00_4_1003_0032_31","Profile Card","Gohan (Future), Super Saiyan","Gohan (Future), Super Saiyan (Profile Card)"
"00_4_1003_0040_00","Profile Card","Piccolo","Piccolo (Profile Card)"
"00_4_1003_0040_10","Profile Card","Piccolo (Fused with Kami)","Piccolo (Fused with Kami) (Profile Card)"
"00_4_1003_0040_20","Profile Card","Nail","Nail (Profile Card)"
"00_4_1003_0050_00","Profile Card","Krillin","Krillin (Profile Card)"
"00_4_1003_0060_00","Profile Card","Yamcha","Yamcha (Profile Card)"
"00_4_1003_0070_00","Profile Card","Tien","Tien (Profile Card)"
"00_4_1003_0080_00","Profile Card","Trunks (Sword)","Trunks (Sword) (Profile Card)"
"00_4_1003_0080_01","Profile Card","Trunks (Sword), Super Saiyan","Trunks (Sword), Super Saiyan (Profile Card)"
"00_4_1003_0080_10","Profile Card","Trunks (Melee)","Trunks (Melee) (Profile Card)"
"00_4_1003_0080_11","Profile Card","Trunks (Melee), Super Saiyan","Trunks (Melee), Super Saiyan (Profile Card)"
"00_4_1003_0080_30","Profile Card","Future Trunks","Future Trunks (Profile Card)"
"00_4_1003_0080_31","Profile Card","Future Trunks, Super Saiyan","Future Trunks, Super Saiyan (Profile Card)"
"00_4_1003_0081_20","Profile Card","Super Trunks","Super Trunks (Profile Card)"
"00_4_1003_0082_00","Profile Card","Trunks (Kid)","Trunks (Kid) (Profile Card)"
"00_4_1003_0082_01","Profile Card","Trunks (Kid), Super Saiyan","Trunks (Kid), Super Saiyan (Profile Card)"
"00_4_1003_0090_00","Profile Card","Goten","Goten (Profile Card)"
"00_4_1003_0090_01","Profile Card","Goten, Super Saiyan","Goten, Super Saiyan (Profile Card)"
"00_4_1003_0100_00","Profile Card","Vegito","Vegito (Profile Card)"
"00_4_1003_0100_01","Profile Card","Super Vegito","Super Vegito (Profile Card)"
"00_4_1003_0100_02","Profile Card","Vegito, Super Saiyan God Super Saiyan","Vegito, Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1003_0110_00","Profile Card","Gogeta (Super)","Gogeta (Super) (Profile Card)"
"00_4_1003_0110_01","Profile Card","Gogeta (Super), Super Saiyan","Gogeta (Super), Super Saiyan (Profile Card)"
"00_4_1003_0110_02","Profile Card","Gogeta (GT), Super Saiyan 4","Gogeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_1003_0110_03","Profile Card","Gogeta (Super), Super Saiyan God Super Saiyan","Gogeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_1003_0110_04","Profile Card","Super Gogeta (Z) ","Super Gogeta (Z)  (Profile Card)"
"00_4_1003_0120_00","Profile Card","Gotenks","Gotenks (Profile Card)"
"00_4_1003_0120_01","Profile Card","Gotenks, Super Saiyan","Gotenks, Super Saiyan (Profile Card)"
"00_4_1003_0120_02","Profile Card","Gotenks, Super Saiyan 3","Gotenks, Super Saiyan 3 (Profile Card)"
"00_4_1003_0121_00","Profile Card","Mighty Mask","Mighty Mask (Profile Card)"
"00_4_1003_0130_00","Profile Card","Videl","Videl (Profile Card)"
"00_4_1003_0140_00","Profile Card","Master Roshi","Master Roshi (Profile Card)"
"00_4_1003_0141_00","Profile Card","Master Roshi, Max Power","Master Roshi, Max Power (Profile Card)"
"00_4_1003_0150_00","Profile Card","Frieza (Z), 1st Form","Frieza (Z), 1st Form (Profile Card)"
"00_4_1003_0151_00","Profile Card","Frieza (Z), 2nd Form","Frieza (Z), 2nd Form (Profile Card)"
"00_4_1003_0152_00","Profile Card","Frieza (Z), 3rd Form","Frieza (Z), 3rd Form (Profile Card)"
"00_4_1003_0153_00","Profile Card","Frieza (Z), 4th Form","Frieza (Z), 4th Form (Profile Card)"
"00_4_1003_0153_10","Profile Card","Mecha Frieza","Mecha Frieza (Profile Card)"
"00_4_1003_0153_20","Profile Card","Frieza (Super)","Frieza (Super) (Profile Card)"
"00_4_1003_0154_00","Profile Card","Frieza (Z), Full Power","Frieza (Z), Full Power (Profile Card)"
"00_4_1003_0155_00","Profile Card","Golden Frieza","Golden Frieza (Profile Card)"
"00_4_1003_0160_00","Profile Card","Cell, 1st Form","Cell, 1st Form (Profile Card)"
"00_4_1003_0161_00","Profile Card","Cell, 2nd Form","Cell, 2nd Form (Profile Card)"
"00_4_1003_0162_00","Profile Card","Cell, Perfect Form","Cell, Perfect Form (Profile Card)"
"00_4_1003_0162_01","Profile Card","Perfect Cell","Perfect Cell (Profile Card)"
"00_4_1003_0163_00","Profile Card","Cell Jr.","Cell Jr. (Profile Card)"
"00_4_1003_0170_00","Profile Card","Majin Buu","Majin Buu (Profile Card)"
"00_4_1003_0171_00","Profile Card","Majin Buu (Evil)","Majin Buu (Evil) (Profile Card)"
"00_4_1003_0172_00","Profile Card","Super Buu","Super Buu (Profile Card)"
"00_4_1003_0172_10","Profile Card","Super Buu (Gotenks Absorbed)","Super Buu (Gotenks Absorbed) (Profile Card)"
"00_4_1003_0172_11","Profile Card","Super Buu (Gohan Absorbed)","Super Buu (Gohan Absorbed) (Profile Card)"
"00_4_1003_0173_00","Profile Card","Kid Buu","Kid Buu (Profile Card)"
"00_4_1003_0180_00","Profile Card","Mr. Satan","Mr. Satan (Profile Card)"
"00_4_1003_0190_00","Profile Card","Chiaotzu","Chiaotzu (Profile Card)"
"00_4_1003_0210_00","Profile Card","Yajirobe","Yajirobe (Profile Card)"
"00_4_1003_0220_00","Profile Card","Pikkon","Pikkon (Profile Card)"
"00_4_1003_0230_00","Profile Card","Pan (GT)","Pan (GT) (Profile Card)"
"00_4_1003_0240_00","Profile Card","Uub (GT)","Uub (GT) (Profile Card)"
"00_4_1003_0240_01","Profile Card","Majuub (GT)","Majuub (GT) (Profile Card)"
"00_4_1003_0260_00","Profile Card","Grandpa Gohan","Grandpa Gohan (Profile Card)"
"00_4_1003_0270_00","Profile Card","Nam","Nam (Profile Card)"
"00_4_1003_0280_00","Profile Card","Eighter","Eighter (Profile Card)"
"00_4_1003_0301_00","Profile Card","Chi-Chi","Chi-Chi (Profile Card)"
"00_4_1003_0310_00","Profile Card","Bardock","Bardock (Profile Card)"
"00_4_1003_0320_00","Profile Card","Raditz","Raditz (Profile Card)"
"00_4_1003_0330_00","Profile Card","Saibaman","Saibaman (Profile Card)"
"00_4_1003_0340_00","Profile Card","Nappa","Nappa (Profile Card)"
